work_province,age,gender,work_title,work_type,work_contract_type,work_mode,years_experience,years_in_company,years_in_position,people_in_charge,company_size,office_days_number(hybrid),work_place_satisfaction,work_place_benefits,last_month_gross_salary,last_month_net_salary,salary_in_usd,salary_has_bonus,salary_bonus_tied_to,salary_satisfaction,platforms,programming_languages,frameworks,databases,qa_testing_tools,AI_tools_use,highest_level_studies,status,degree/specialization,university/school
Provincia de Buenos Aires,39,Varón Cis,Technical Leader,Full-Time,Contractor,100% remoto,20.0,2.0,2.0,3,De 51 a 100 personas,0,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",550000.0,500000.0,Cobro parte del salario en dólares,Un sueldo,Performance de la compañía,4,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, CSS, HTML, Javascript, R, TypeScript","Angular, Node.js, React.js","MongoDB, Redis","Cypress, Jest, Karma, Mocha, Postman",5,Universitario,Completo,Licenciatura en Informática,UNQ - Universidad Nacional de Quilmes
Provincia de Buenos Aires,38,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,8.0,0.0,0.0,0,Más de 10000 personas,0,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Guardería o pago para cubrir costo de guardería",884000.0,605000.0,Cobro parte del salario en dólares,No,No recibo bono,2,"Amazon Web Services, Docker, Google Cloud Platform","Go, Java, Javascript, Python",Node.js,"ElasticSearch, MySQL","Jest, Postman",5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,43,Varón Cis,SysAdmin,Part-Time,Freelance,100% remoto,26.0,13.0,13.0,0,De 11  a 50  personas,0,9,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2500000.0,2400000.0,Cobro parte del salario en dólares,No,No recibo bono,4,"Docker, Kubernetes, Linux, VMWare","Bash/Shell, PHP, Python",WordPress,PostgreSQL,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,33,Agénero,Technical Leader,Full-Time,Staff (planta permanente),100% remoto,6.0,4.0,1.0,10,Más de 10000 personas,0,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)",1450000.0,1000000.0,No cobro mi salario en dolares,De uno a tres sueldos,Mix de las anteriores,2,"Amazon Web Services, Docker","CSS, Go, HTML, Java, Javascript, Python, Ruby, TypeScript","Django, Node.js, React.js, Chi","MongoDB, MySQL, Redis","Cucumber, JUnit, Postman, Selenium",5,Terciario,Completo,Tecnicatura en Programación,UNLaM - Universidad Nacional de La Matanza
Provincia de Buenos Aires,37,Mujer Cis,Finance,Full-Time,Staff (planta permanente),100% remoto,18.0,10.0,7.0,3,De 2001a 5000 personas,0,0,"Abono de celular, Abono de Internet, Horarios flexibles",589000.0,384000.0,No cobro mi salario en dolares,Un sueldo,Performance de la compañía,2,"SAP, Power BI",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,2,Universitario,Completo,Licenciatura en Sociologia,UNSAM - Universidad de San Martín
Provincia de Buenos Aires,27,Varón Cis,it support,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100% presencial,0.0,0.0,0.0,0,De 201 a 500 personas,0,7,Viáticos,289000.0,250000.0,No cobro mi salario en dolares,No,No recibo bono,3,"Azure, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,33,Varón Cis,Analista IT,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),4.0,4.0,3.0,0,Más de 10000 personas,1,7,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",304000.0,252000.0,No cobro mi salario en dolares,Un sueldo,Performance individual,2,"Amazon Web Services, Docker, Linux, Windows Server","HTML, Java, SQL",Ninguno de los anteriores,"ElasticSearch, Oracle",Postman,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,30,Varón Cis,Developer,Full-Time,Freelance,100% remoto,0.0,0.0,0.0,0,De 11  a 50  personas,0,8,Ninguna de las anteriores,200000.0,200000.0,No cobro mi salario en dolares,No,No recibo bono,3,"Docker, Linux","Bash/Shell, HTML, Javascript, PHP, Python, SQL","Django, Flask, WordPress","MariaDB, MySQL, PostgreSQL",Ninguna de las anteriores,2,Universitario,Completo,Lic en filosofia,UBA - Universidad de Buenos Aires
Provincia de Buenos Aires,43,Varón Cis,BI Analyst / Data Analyst,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),2.0,0.0,0.0,0,De 501 a 1000 personas,4,7,"Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Prepaga",250000.0,210000.0,No cobro mi salario en dolares,No,No recibo bono,2,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,26,arstotzko,HelpDesk,Full-Time,Staff (planta permanente),100% presencial,1.0,0.0,0.0,0,De 51 a 100 personas,0,6,Comidas pagas / subvencionadas,185564.88,141000.0,No cobro mi salario en dolares,Menos de un sueldo,Subsidio REPRO,4,"Google Cloud Platform, SAP, Windows Server",VBA,SAP,Ninguna de las anteriores,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,36,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),100% remoto,11.0,8.0,1.0,0,De 5001 a 10000 personas,0,7,"Abono de Internet, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",842000.0,,No cobro mi salario en dolares,Menos de un sueldo,Acuerdo paritario,3,"Linux, OpenShift, OpenStack","Bash/Shell, HTML, Java, Javascript, SQL, TypeScript",Angular,Oracle,JUnit,0,Universitario,Completo,Ingeniería en Informática,UBA - Universidad de Buenos Aires
Provincia de Buenos Aires,24,varon normal,Developer,Full-Time,Contractor,100% remoto,0.0,0.0,0.0,0,De 11  a 50  personas,0,8,obra social,270000.0,240000.0,No cobro mi salario en dolares,No,No recibo bono,4,Ninguna de las anteriores,"Java, SQL","Hibernate, Spring",MySQL,JUnit,5,Universitario,En curso,Ingenieria en Sistemas,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
Provincia de Buenos Aires,38,Prefiero no decir,Developer,Full-Time,Staff (planta permanente),100% remoto,7.0,2.0,2.0,0,De 101 a 200 personas,0,10,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",430000.0,380000.0,Cobro parte del salario en dólares,Menos de un sueldo,Desempeño,3,Firebase,"Objective-C, Swift",Uikit,Ninguna de las anteriores,Ninguna de las anteriores,5,Terciario,Incompleto,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional
Provincia de Buenos Aires,28,Varón Cis,Developer,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100% remoto,3.0,1.0,1.0,0,Más de 10000 personas,0,6,"Abono de Internet, Clases de idiomas",386000.0,321000.0,Cobro parte del salario en dólares,No,No recibo bono,1,Oracle cloud,"Java, Javascript","Hibernate, Spring",Oracle,Postman,0,Universitario,Incompleto,Ingenieria en Sistemas,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
Provincia de Buenos Aires,27,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,3.0,3.0,0.0,0,Más de 10000 personas,0,8,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Sueldo dividido en dos pagos por mes",720000.0,500.0,No cobro mi salario en dolares,Menos de un sueldo,Performance individual,3,"Docker, Kubernetes, OpenShift","Go, Matlab, Python",gin,PostgreSQL,-,5,Universitario,Completo,Ingenieria en Sistemas,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
Provincia de Buenos Aires,32,Varón Cis,DevOps Engineer,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100% remoto,1.0,1.0,1.0,0,De 101 a 200 personas,0,8,"Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc)",270000.0,320000.0,No cobro mi salario en dolares,Menos de un sueldo,Performance individual,3,"Linux, OpenShift",Java,Spring,"MySQL, Oracle",Ninguna de las anteriores,3,Universitario,Completo,Analista de Sistemas,UNNOBA - Universidad Nacional del Noroeste de la Provincia de Buenos Aires
Provincia de Buenos Aires,24,Varón Cis,Developer,Full-Time,Tercerizado (trabajo a través de consultora o agencia),Híbrido (presencial y remoto),1.0,1.0,1.0,0,De 5001 a 10000 personas,1,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",270000.0,226500.0,No cobro mi salario en dolares,Menos de un sueldo,Permanencia,2,Mainframe,COBOL,"JCL, Endevor, Altamira",IBM Db2,Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,25,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,3.0,1.0,1.0,0,De 2001a 5000 personas,0,6,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",438000.0,365000.0,Cobro parte del salario en dólares,Un sueldo,Performance individual,3,"Docker, IBM Cloud / Watson, Kubernetes",Javascript,"Node.js, React.js","Redis, IBM Cloudant",Jest,3,Universitario,Incompleto,Licenciatura en Informática,
Provincia de Buenos Aires,29,Varón Cis,SRE (Site Reliability Engineer),Part-Time,Contractor,100% remoto,2.0,1.0,1.0,0,De 11  a 50  personas,0,7,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",611000.0,611000.0,Cobro todo el salario en dólares,No,No recibo bono,3,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, CSS, Java, Javascript, Python, SQL, TypeScript","Next.js, Node.js, Spring, Vue.js","ElasticSearch, Google Cloud Storage, MySQL, Redis","Cypress, Jest, JUnit, Selenium",2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,31,Varón Cis,CyberSecurity Analyst,Full-Time,Contractor,100% remoto,7.0,1.0,1.0,0,De 201 a 500 personas,0,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1300000.0,890000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Azure, Google Cloud Platform, Linux, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, PostgreSQL",Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,51,Varón Cis,Architect,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),25.0,20.0,2.0,10,De 201 a 500 personas,1,3,Horarios flexibles,750000.0,545000.0,No cobro mi salario en dolares,Un sueldo,Mix de las anteriores,2,"Azure, Docker, Linux, Serverless","C++, Java, PHP, Python","Hibernate, Laravel, Spring","Cassandra, Informix, MariaDB, Microsoft SQL Server, MySQL, Oracle, PostgreSQL, SQLite",JUnit,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,30,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,6.0,2.0,2.0,0,Más de 10000 personas,0,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Guardería o pago para cubrir costo de guardería",777225.0,501570.0,No cobro mi salario en dolares,Un sueldo,Mix de las anteriores,2,Amazon Web Services,"Go, Java",Spring,MySQL,"JUnit, Postman",1,Universitario,Incompleto,Ingenieria en Sistemas,UTN - Universidad Tecnológica Nacional
Provincia de Buenos Aires,31,Mujer Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,0.0,0.0,0.0,0,De 501 a 1000 personas,0,0,Ninguna de las anteriores,359.944,298.768,No cobro mi salario en dolares,No,No recibo bono,3,Ninguna de las anteriores,"CSS, HTML, Java, Javascript, SQL","Bootstrap, Hibernate, Node.js, React.js, Spring",MySQL,Postman,3,Universitario,En curso,Licenciatura en Sistemas de Información,UNGS - Universidad Nacional de General Sarmiento
Provincia de Buenos Aires,35,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),10.0,7.0,7.0,1,De 201 a 500 personas,2,5,Horarios flexibles,282000.0,255000.0,No cobro mi salario en dolares,No,No recibo bono,2,Ninguna de las anteriores,"CSS, HTML",Bootstrap,MySQL,Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,39,Varón Cis,Project Manager,Full-Time,Staff (planta permanente),100% remoto,10.0,1.0,1.0,0,De 201 a 500 personas,0,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Elementos de oficina",1350000.0,1100000.0,Cobro parte del salario en dólares,No,No recibo bono,4,"Amazon Web Services, Google Cloud Platform","CSS, HTML, Javascript, Python, SQL",Ninguno de los anteriores,Microsoft SQL Server,Postman,0,Maestría,Completo,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires
Provincia de Buenos Aires,31,Mujer Cis,QA / Tester,Full-Time,Staff (planta permanente),100% remoto,2.0,2.0,2.0,1,De 201 a 500 personas,0,6,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",404.0,318.5,Cobro parte del salario en dólares,Menos de un sueldo,Permanencia,2,"Amazon Web Services, Azure",Javascript,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Ninguna de las anteriores",Cypress,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,47,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),100% remoto,23.0,23.0,10.0,4,De 51 a 100 personas,0,8,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles",860000.0,560000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Docker, Linux, Windows Server",".NET, C#, Dart, Go, Python, SQL, TypeScript",".NET Core, Flutter, jQuery, Next.js, Node.js, React.js","Microsoft SQL Server, MongoDB, Oracle, Redis","NUnit, Xunit",2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,28,Varón Cis,Product Manager,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),6.0,6.0,2.0,5,De 51 a 100 personas,2,9,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",400000.0,600000.0,Cobro parte del salario en dólares,De uno a tres sueldos,Performance grupal,2,"Amazon Web Services, Firebase, Google Cloud Platform, Linux","CSS, HTML, Javascript, PHP, TypeScript","Angular, Laravel, Symfony",Ninguna de las anteriores,Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,44,Varón Cis,Manager / Director,Full-Time,Staff (planta permanente),100% remoto,20.0,10.0,10.0,10,De 11  a 50  personas,0,10,"Horarios flexibles, Stock options / RSUs",1500000.0,1500000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Amazon Web Services, Arduino o similar, Azure, Docker, Firebase, Google Cloud Platform, Linux, Serverless, Windows Server",".NET, Arduino, C++, CSS, HTML, Java, Javascript, PHP, Python, SQL, Swift, TypeScript","Angular, Bootstrap, CodeIgniter, Flutter, jQuery, Laravel, Next.js, Node.js, React.js, Vue.js, WordPress","Amazon RDS/Aurora, MariaDB, MongoDB, MySQL",Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,27,Varón Cis,Data Engineer,Full-Time,Staff (planta permanente),100% remoto,5.0,5.0,5.0,3,De 2 a 10 personas,0,1,Ninguna de las anteriores,365000.0,270000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Docker, Linux, VMWare","COBOL, HTML, Javascript, PHP, Python, SQL, TypeScript","Django, Node.js",Ninguna de las anteriores,Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,32,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),100% remoto,5.0,3.0,1.0,3,De 1001 a 2000 personas,0,7,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",767000.0,500000.0,No cobro mi salario en dolares,De uno a tres sueldos,Mix de las anteriores,3,"Amazon Web Services, Docker, Kubernetes, Linux","HTML, Java, Javascript, PHP, Python, SQL","Laravel, Node.js, React.js, Spring","Amazon RDS/Aurora, PostgreSQL, SQLite",Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,24,Varón Cis,Developer,Full-Time,Contractor,100% remoto,4.0,0.0,0.0,0,De 101 a 200 personas,0,6,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",5416.0,5416.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless","CSS, Go, HTML, Java, Javascript, Kotlin, Python, SQL","Hibernate, Spring","Amazon DynamoDB, Cassandra, ElasticSearch, Google Cloud Storage, MySQL, PostgreSQL, Redis","JUnit, Mockgen golang",4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,23,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,1.5,1.5,1.5,0,De 2001a 5000 personas,0,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",374000.0,320000.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance de la compañía,3,"Firebase, Google Cloud Platform",Swift,SwiftUI,Ninguna de las anteriores,Ninguna de las anteriores,4,Universitario,En curso,Tecnicatura en desarrollo de aplicaciones móviles,UNLaM - Universidad Nacional de La Matanza
Provincia de Buenos Aires,33,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,15.0,2.0,2.0,0,De 201 a 500 personas,0,8,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4000000.0,3200000.0,Cobro todo el salario en dólares,No,No recibo bono,3,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless","Bash/Shell, C++, Go, Groovy, Kotlin, Python",Flask,"Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL, Redis",Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,32,Varón Cis,Developer,Full-Time,Contractor,100% remoto,8.0,1.0,1.0,0,De 11  a 50  personas,0,6,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2000000.0,1890000.0,Cobro todo el salario en dólares,Un sueldo,Mix de las anteriores,3,"Azure, Docker, Kubernetes, Linux","Go, Kotlin, Python","Flask, Hibernate, Spring","MongoDB, Redis",Postman,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,33,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),13.0,8.0,8.0,0,De 101 a 200 personas,1,9,"Comidas pagas / subvencionadas, Horarios flexibles, Viáticos",674000.0,542000.0,No cobro mi salario en dolares,Menos de un sueldo,Fijo semestral + ajuste anual,3,"Docker, Linux, VMWare, Windows Server",".NET, C#, CSS, Dart, Go, Javascript, Python, SQL, TypeScript","Bootstrap, Flutter, Node.js, React.js, Svelte","Microsoft SQL Server, MongoDB, PostgreSQL, Redis",Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,36,Mujer Cis,Business Analyst,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),15.0,1.0,1.0,0,De 201 a 500 personas,1,8,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",611000.0,440000.0,Cobro parte del salario en dólares,No,No recibo bono,3,"Amazon Web Services, Google Cloud Platform","Groovy, Elixir, Java, Python, SQL",Ninguno de los anteriores,"Google Cloud Storage, MySQL",Postman,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,23,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),1.0,1.0,1.0,0,De 201 a 500 personas,0,9,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",333000.0,276390.0,No cobro mi salario en dolares,Menos de un sueldo,Mix de las anteriores,3,"Docker, Kubernetes, Linux","Bash/Shell, Go, Java, Javascript, Python, SQL","Node.js, Spring","ElasticSearch, MySQL, Redis",Ninguna de las anteriores,2,Universitario,Incompleto,Licenciatura en Informática,UBA - Universidad de Buenos Aires
Provincia de Buenos Aires,37,Varón Cis,Developer,Full-Time,Contractor,100% remoto,4.0,2.0,2.0,0,De 101 a 200 personas,0,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1750000.0,,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Azure, Docker, Serverless","Go, Javascript","Bootstrap, Next.js, Node.js, Vue.js","Amazon DynamoDB, MySQL","Cypress, Jest, Mocha",1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,34,Prefiero no decir,Developer,Full-Time,Contractor,100% remoto,8.0,1.0,1.0,0,De 501 a 1000 personas,0,4,Ninguna de las anteriores,3395000.0,3208000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Docker, Kubernetes, Linux",Javascript,React.js,MongoDB,Jest,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,27,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,2.0,2.0,0,Más de 10000 personas,0,5,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Stock options / RSUs",260000.0,210000.0,Mi sueldo está dolarizado (pero cobro en moneda local),No,No recibo bono,1,Firebase,"Dart, HTML, Objective-C, Swift","Flutter, SwiftUI",Ninguna de las anteriores,"Postman, Proxyman",1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,26,Varón Cis,Developer,Full-Time,Contractor,100% remoto,3.0,0.0,3.0,0,De 201 a 500 personas,0,8,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1450000.0,1450000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Docker, OpenShift, VMWare","Java, SQL",Spring,"ElasticSearch, MongoDB, PostgreSQL",JUnit,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,32,Varón Cis,Developer,Full-Time,Contractor,100% remoto,11.0,1.0,1.0,0,De 51 a 100 personas,0,9,Ninguna de las anteriores,1800000.0,1800000.0,Cobro todo el salario en dólares,No,No recibo bono,4,Docker,Kotlin,Spring,MongoDB,"JUnit, Karate",1,Universitario,Incompleto,Ingeniería en Informática,UNGS - Universidad Nacional de General Sarmiento
Provincia de Buenos Aires,25,Mujer Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,0.0,0.0,0,De 11  a 50  personas,0,3,"Abono de Internet, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",300000.0,260000.0,Cobro parte del salario en dólares,No,No recibo bono,2,Windows Server,".NET, SQL",Vue.js,Microsoft SQL Server,"JUnit, TFS",2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,31,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),100% remoto,3.0,6.0,3.0,3,De 2 a 10 personas,0,9,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",850000.0,850000.0,No cobro mi salario en dolares,Menos de un sueldo,Proyectos extra ejecutados dentro de horario laboral,3,"Azure, Docker, Firebase, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,22,Mujer Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),1.5,1.5,1.5,0,De 5001 a 10000 personas,2,6,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc)",277000.0,241000.0,No cobro mi salario en dolares,Menos de un sueldo,Performance individual,2,"Azure, Power Platform","HTML, SQL",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,5,Universitario,En curso,Tecnicatura en Programación,UNLaM - Universidad Nacional de La Matanza
Provincia de Buenos Aires,30,Varón Cis,Developer,Full-Time,Contractor,100% remoto,10.0,0.0,0.0,0,De 2 a 10 personas,0,5,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",8000.0,7200.0,Cobro todo el salario en dólares,No,No recibo bono,3,"Amazon Web Services, Azure, Docker","HTML, Javascript, Python, SQL, TypeScript","React.js, tornado, sqlalchemy","Amazon DynamoDB, PostgreSQL, Redis",Ninguna de las anteriores,5,Universitario,En curso,Licenciatura en Sistemas de Información,UNLP - Universidad Nacional de La Plata
